,CASENO,OFFENSE,CVLEGEND,BLKADDR,City,State,Day,Lat,Lon,timestamp,RATING
1817,18003883,ASSAULT/BATTERY MISD.,ASSAULT,2200 SHATTUCK AVE,Berkeley,CA,Friday,37.869363,-122.268028,2018-01-19 20:15:00,4
1818,17068018,DISTURBANCE,DISORDERLY CONDUCT,800 REGAL RD,Berkeley,CA,Wednesday,37.894843,-122.268425,2017-11-08 10:50:00,3
1821,17065375,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1300 SIXTH ST,Berkeley,CA,Wednesday,37.879335,-122.301332,2017-10-25 15:00:00,4
1822,18005144,ASSAULT/BATTERY MISD.,ASSAULT,2400 DURANT AVE,Berkeley,CA,Friday,37.867513,-122.26127,2018-01-26 01:01:00,4
1823,18000984,DISTURBANCE,DISORDERLY CONDUCT,2100 CENTER ST,Berkeley,CA,Friday,37.870308,-122.26805,2018-01-05 16:50:00,3
1824,17078587,ARSON,ARSON,2800 CALIFORNIA ST,Berkeley,CA,Thursday,37.857216,-122.277614,2017-12-28 23:49:00,5
1827,17054775,ASSAULT/BATTERY MISD.,ASSAULT,1900 CENTER ST,Berkeley,CA,Monday,37.869685,-122.272804,2017-09-11 17:32:00,4
1830,18005137,ASSAULT/BATTERY FEL.,ASSAULT,3200 ADELINE ST,Berkeley,CA,Thursday,37.850345,-122.270911,2018-01-25 23:20:00,5
1833,18002727,DISTURBANCE,DISORDERLY CONDUCT,1800 UNIVERSITY AVE,Berkeley,CA,Sunday,37.871246,-122.274991,2018-01-14 13:56:00,3
1838,17055542,DISTURBANCE,DISORDERLY CONDUCT,TELEGRAPH AVENUE & BANCROFT WAY,Berkeley,CA,Thursday,37.868714,-122.259189,2017-09-14 22:13:00,3
1844,17072844,ASSAULT/BATTERY MISD.,ASSAULT,2300 TELEGRAPH AVE,Berkeley,CA,Thursday,37.868714,-122.259189,2017-11-30 23:20:00,4
1846,18090266,THEFT FELONY (OVER $950),LARCENY,400 VINCENTE AVE,Berkeley,CA,Thursday,37.899959,-122.282042,2018-01-25 16:00:00,3
1852,17068209,ASSAULT/BATTERY MISD.,ASSAULT,1900 ALLSTON WAY,Berkeley,CA,Wednesday,37.868785,-122.272701,2017-11-08 15:05:00,4
1855,18007607,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Tuesday,37.871167,-122.268285,2018-02-06 13:55:00,4
1858,17072396,THEFT FELONY (OVER $950),LARCENY,2500 DURANT AVE,Berkeley,CA,Tuesday,37.867852,-122.258699,2017-11-28 20:10:00,3
1868,17050623,THEFT FELONY (OVER $950),LARCENY,1900 FOURTH ST,Berkeley,CA,Saturday,37.868281,-122.300102,2017-08-26 15:00:00,3
1870,18004729,DISTURBANCE,DISORDERLY CONDUCT,2100 ALLSTON WAY,Berkeley,CA,Wednesday,37.86939,-122.267883,2018-01-24 06:30:00,3
1875,17052097,ASSAULT/BATTERY MISD.,ASSAULT,100 SEAWALL DR,Berkeley,CA,Friday,37.863611,-122.317566,2017-09-01 13:00:00,4
1877,17060010,ASSAULT/BATTERY FEL.,ASSAULT,600 CEDAR ST,Berkeley,CA,Wednesday,37.873089,-122.304616,2017-10-04 10:13:00,5
1879,17070920,SEXUAL ASSAULT MISD.,SEX CRIME,2400 PIEDMONT AVE,Berkeley,CA,Tuesday,37.867546,-122.251967,2017-11-21 12:03:00,4
1887,17069474,ROBBERY,ROBBERY,SPRUCE STREET & VIRGINIA ST,Berkeley,CA,Tuesday,37.877015,-122.265621,2017-11-14 18:35:00,3
1888,17092302,THEFT FELONY (OVER $950),LARCENY,1000 COLUSA AVE,Berkeley,CA,Monday,37.889423,-122.278847,2017-09-25 20:00:00,3
1893,17072089,DISTURBANCE,DISORDERLY CONDUCT,1400 ALLSTON WAY,Berkeley,CA,Monday,37.867117,-122.283641,2017-11-06 09:00:00,3
1897,17060074,DISTURBANCE,DISORDERLY CONDUCT,2000 OREGON ST,Berkeley,CA,Wednesday,37.857409,-122.268473,2017-10-04 15:00:00,3
1900,17049072,ASSAULT/BATTERY MISD.,ASSAULT,DURANT AVENUE & BOWDITCH ST,Berkeley,CA,Sunday,37.868103,-122.25672,2017-08-20 02:00:00,4
1907,17073796,DISTURBANCE,DISORDERLY CONDUCT,2000 NINTH ST,Berkeley,CA,Monday,37.868591,-122.294393,2017-12-04 23:18:00,3
1909,17076734,ASSAULT/BATTERY FEL.,ASSAULT,3100 SAN PABLO AVE,Berkeley,CA,Monday,37.850675,-122.286265,2017-12-18 23:20:00,5
1914,17072828,DISTURBANCE,DISORDERLY CONDUCT,2300 PRINCE ST,Berkeley,CA,Thursday,37.853683,-122.261744,2017-11-30 21:22:00,3
1918,17069271,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2800 SEVENTH ST,Berkeley,CA,Monday,37.855106,-122.29242,2017-11-13 19:30:00,4
1927,17071086,SEXUAL ASSAULT MISD.,SEX CRIME,TELEGRAPH AVENUE & CHANNING WAY,Berkeley,CA,Wednesday,37.866919,-122.258812,2017-11-22 00:44:00,4
1928,17063266,THEFT FELONY (OVER $950),LARCENY,W FRONTAGE ROAD & UNIVERSITY AVE,Berkeley,CA,Wednesday,37.866265,-122.305592,2017-10-18 06:00:00,3
1934,17071715,ASSAULT/BATTERY MISD.,ASSAULT,FOURTH STREET & DELAWARE ST,Berkeley,CA,Saturday,37.870152,-122.300705,2017-11-25 10:00:00,4
1936,17074743,THEFT FELONY (OVER $950),LARCENY,1400 SHATTUCK AVE,Berkeley,CA,Saturday,37.881957,-122.269551,2017-12-09 05:47:00,3
1937,17047507,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Sunday,37.871167,-122.268285,2017-08-13 16:30:00,4
1938,17054599,THEFT FELONY (OVER $950),LARCENY,700 PAGE ST,Berkeley,CA,Sunday,37.875826,-122.303426,2017-09-10 15:00:00,3
1940,17092528,THEFT FELONY (OVER $950),LARCENY,920 UNIVERSITY AVE,Berkeley,CA,Monday,37.868308,-122.295794,2017-12-18 22:00:00,3
1944,18006130,THEFT FROM PERSON,LARCENY,SHATTUCK AVENUE & KITTREDGE ST,Berkeley,CA,Tuesday,37.868489,-122.26795,2018-01-30 22:10:00,5
1946,18004904,DISTURBANCE,DISORDERLY CONDUCT,2400 CHANNING WAY,Berkeley,CA,Wednesday,37.866622,-122.26108,2018-01-24 21:59:00,3
1948,17069178,THEFT FELONY (OVER $950),LARCENY,2000 SHATTUCK AVE,Berkeley,CA,Monday,37.8719,-122.268389,2017-11-13 10:00:00,3
1952,17047884,ROBBERY,ROBBERY,1000 UNIVERSITY AVE,Berkeley,CA,Tuesday,37.868641,-122.29415,2017-08-15 11:50:00,3
1954,17048688,SEXUAL ASSAULT MISD.,SEX CRIME,1100 SPRUCE ST,Berkeley,CA,Friday,37.888512,-122.266746,2017-08-18 12:00:00,4
1955,17050825,THEFT FELONY (OVER $950),LARCENY,1900 FOURTH ST,Berkeley,CA,Sunday,37.868281,-122.300102,2017-08-27 12:58:00,3
1959,18002374,ROBBERY,ROBBERY,2400 MCGEE AVE,Berkeley,CA,Friday,37.864397,-122.276835,2018-01-12 19:20:00,3
1963,17061512,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1300 FRANCISCO ST,Berkeley,CA,Tuesday,37.873351,-122.287274,2017-10-10 12:00:00,4
1964,17074713,ASSAULT/BATTERY MISD.,ASSAULT,2400 ASHBY AVE,Berkeley,CA,Friday,37.856111,-122.260248,2017-12-08 20:30:00,4
1966,17058640,ASSAULT/BATTERY MISD.,ASSAULT,2000 UNIVERSITY AVE,Berkeley,CA,Thursday,37.871828,-122.270516,2017-09-28 09:45:00,4
1971,18000582,ROBBERY,ROBBERY,2100 KITTREDGE ST,Berkeley,CA,Wednesday,37.868512,-122.26781,2018-01-03 18:05:00,3
1975,17054523,THEFT FELONY (OVER $950),LARCENY,2800 ADELINE ST,Berkeley,CA,Sunday,37.858079,-122.268016,2017-09-10 20:20:00,3
1977,17075553,MISSING JUVENILE,MISSING PERSON,1300 UNIVERSITY AVE,Berkeley,CA,Tuesday,37.869764,-122.28655,2017-12-05 08:00:00,4
1979,17092032,THEFT FELONY (OVER $950),LARCENY,2300 TELEGRAPH AVE,Berkeley,CA,Sunday,37.868714,-122.259189,2017-10-08 17:00:00,3
1982,17053310,DISTURBANCE,DISORDERLY CONDUCT,2300 TELEGRAPH AVE,Berkeley,CA,Saturday,37.868714,-122.259189,2017-09-02 12:00:00,3
1984,17071030,ROBBERY,ROBBERY,2900 DERBY ST,Berkeley,CA,Tuesday,37.862393,-122.248851,2017-11-21 20:45:00,3
1988,18090121,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2000 VINE ST,Berkeley,CA,Saturday,37.879921,-122.271646,2018-01-13 05:32:00,4
1991,17065631,ASSAULT/BATTERY MISD.,ASSAULT,1900 SHATTUCK AVE,Berkeley,CA,Saturday,37.873687,-122.268616,2017-10-28 11:52:00,4
1992,17063985,THEFT FELONY (OVER $950),LARCENY,1000 ASHBY AVE,Berkeley,CA,Saturday,37.851653,-122.289194,2017-10-21 17:08:00,3
1993,17078183,ROBBERY,ROBBERY,2400 COLLEGE AVE,Berkeley,CA,Wednesday,37.867482,-122.254253,2017-12-27 00:50:00,3
1999,17047786,DISTURBANCE,DISORDERLY CONDUCT,1300 CARRISON ST,Berkeley,CA,Sunday,37.851944,-122.28349,2017-08-13 00:00:00,3
2003,18002108,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2700 SACRAMENTO ST,Berkeley,CA,Wednesday,37.858433,-122.280183,2018-01-10 18:00:00,4
2004,18090146,THEFT FELONY (OVER $950),LARCENY,2500 WARRING ST,Berkeley,CA,Wednesday,37.865945,-122.250471,2018-01-17 02:00:00,3
2006,18090097,DISTURBANCE,DISORDERLY CONDUCT,3000 DANA ST,Berkeley,CA,Friday,37.855167,-122.258753,2018-01-05 19:30:00,3
2008,17075384,ASSAULT/BATTERY MISD.,ASSAULT,1900 ALLSTON WAY,Berkeley,CA,Tuesday,37.868785,-122.272701,2017-12-12 11:38:00,4
2013,17077297,ROBBERY,ROBBERY,1300 SAN PABLO AVE,Berkeley,CA,Thursday,37.880262,-122.295809,2017-12-21 19:55:00,3
2017,17060801,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1700 LA LOMA AVE,Berkeley,CA,Saturday,37.878002,-122.257017,2017-10-07 12:00:00,4
2023,18090188,THEFT FELONY (OVER $950),LARCENY,3000 ADELINE ST,Berkeley,CA,Tuesday,37.85488,-122.269079,2017-11-21 11:45:00,3
2041,17068395,ROBBERY,ROBBERY,SPRUCE STREET & VIRGINIA ST,Berkeley,CA,Thursday,37.877015,-122.265621,2017-11-09 21:16:00,3
2052,17058720,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Thursday,37.871167,-122.268285,2017-09-28 18:35:00,4
2054,18004167,ROBBERY,ROBBERY,2500 SHATTUCK AVE,Berkeley,CA,Sunday,37.863811,-122.267412,2018-01-21 03:22:00,3
2055,17069978,ASSAULT/BATTERY FEL.,ASSAULT,EIGHTH STREET & ADDISON ST,Berkeley,CA,Friday,37.86715,-122.295113,2017-11-17 08:30:00,5
2062,17078139,ROBBERY,ROBBERY,1900 SHATTUCK AVE,Berkeley,CA,Tuesday,37.873687,-122.268616,2017-12-26 19:16:00,3
2065,17057306,THEFT FELONY (OVER $950),LARCENY,COLLEGE AVENUE & DERBY ST,Berkeley,CA,Friday,37.86211,-122.253551,2017-09-22 14:50:00,3
2073,17049513,ASSAULT/BATTERY MISD.,ASSAULT,1800 SHATTUCK AVE,Berkeley,CA,Tuesday,37.874781,-122.268758,2017-08-22 02:10:00,4
2078,17064930,ASSAULT/BATTERY MISD.,ASSAULT,1800 SAN PABLO AVE,Berkeley,CA,Wednesday,37.871402,-122.292965,2017-10-25 16:48:00,4
2085,17063269,DISTURBANCE,DISORDERLY CONDUCT,1700 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.870948,-122.27733,2017-10-18 20:15:00,3
2087,17049599,DISTURBANCE,DISORDERLY CONDUCT,2600 ELLSWORTH ST,Berkeley,CA,Tuesday,37.862562,-122.262598,2017-08-15 14:08:00,3
2091,17053173,ROBBERY,ROBBERY,1700 BEVERLY PL,Berkeley,CA,Tuesday,37.885058,-122.278416,2017-09-05 19:00:00,3
2094,17075806,DISTURBANCE,DISORDERLY CONDUCT,100 MARINA BLVD,Berkeley,CA,Thursday,37.869462,-122.31355,2017-12-14 12:45:00,3
2095,17059353,DISTURBANCE,DISORDERLY CONDUCT,1300 HASKELL ST,Berkeley,CA,Sunday,37.851107,-122.28324,2017-10-01 03:40:00,3
2098,18006019,SEXUAL ASSAULT FEL.,SEX CRIME,2300 PIEDMONT AVE,Berkeley,CA,Tuesday,37.869839,-122.252365,2018-01-30 01:00:00,5
2099,18000080,ASSAULT/BATTERY MISD.,ASSAULT,1300 RUSSELL ST,Berkeley,CA,Monday,37.854116,-122.284114,2018-01-01 12:00:00,4
2101,18000932,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2100 WARD ST,Berkeley,CA,Friday,37.85948,-122.266689,2018-01-05 13:00:00,4
2106,18004755,DISTURBANCE,DISORDERLY CONDUCT,1700 SPRUCE ST,Berkeley,CA,Wednesday,37.876963,-122.265591,2018-01-24 08:50:00,3
2107,18006819,DISTURBANCE,DISORDERLY CONDUCT,2500 DURANT AVE,Berkeley,CA,Friday,37.867852,-122.258699,2018-02-02 23:17:00,3
2111,17050821,DISTURBANCE,DISORDERLY CONDUCT,2100 MILVIA ST,Berkeley,CA,Sunday,37.870603,-122.270612,2017-08-27 12:42:00,3
2114,18003029,ARSON,ARSON,BLAKE STREET & DANA ST,Berkeley,CA,Tuesday,37.863963,-122.260546,2018-01-16 00:00:00,5
2121,17075150,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1500 SACRAMENTO ST,Berkeley,CA,Thursday,37.878571,-122.282954,2017-12-07 15:30:00,4
2127,17069477,MISSING ADULT,MISSING PERSON,2000 DWIGHT WAY,Berkeley,CA,Tuesday,37.863679,-122.26963,2017-11-14 11:33:00,4
2138,17063021,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,Berkeley,CA,Tuesday,37.873687,-122.268616,2017-10-17 19:25:00,3
2140,17092218,THEFT FELONY (OVER $950),LARCENY,2400 WARRING ST,Berkeley,CA,Friday,37.867708,-122.250801,2017-11-03 04:00:00,3
2142,17063710,DISTURBANCE,DISORDERLY CONDUCT,2000 ALLSTON WAY,Berkeley,CA,Friday,37.869096,-122.270137,2017-10-20 16:30:00,3
2143,18001737,ROBBERY,ROBBERY,2300 COLLEGE AVE,Berkeley,CA,Tuesday,37.868957,-122.254552,2018-01-09 20:15:00,3
2152,18090082,THEFT FELONY (OVER $950),LARCENY,2300 VIRGINIA ST,Berkeley,CA,Tuesday,37.877323,-122.264273,2018-01-02 14:00:00,3
2156,17058729,ASSAULT/BATTERY FEL.,ASSAULT,800 UNIVERSITY AVE,Berkeley,CA,Thursday,37.867723,-122.298406,2017-09-28 19:50:00,5
2161,17052936,ASSAULT/BATTERY MISD.,ASSAULT,1600 RUSSELL ST,Berkeley,CA,Monday,37.85525,-122.277126,2017-09-04 18:35:00,4
2165,17061664,DISTURBANCE,DISORDERLY CONDUCT,2500 PIEDMONT AVE,Berkeley,CA,Wednesday,37.865868,-122.251595,2017-10-11 22:45:00,3
2167,17071296,SEXUAL ASSAULT FEL.,SEX CRIME,CARLETON STREET & SAN PABLO AVE,Berkeley,CA,Wednesday,37.858043,-122.288642,2017-11-22 22:30:00,5
2169,17053342,SEXUAL ASSAULT FEL.,SEX CRIME,CHANNING WAY & TELEGRAPH AVE,Berkeley,CA,Sunday,37.866919,-122.258812,2017-08-20 03:00:00,5
2170,17063495,DISTURBANCE,DISORDERLY CONDUCT,DURANT AVENUE & TELEGRAPH AVE,Berkeley,CA,Thursday,37.867816,-122.258994,2017-10-19 18:05:00,3
2171,17071163,THEFT FROM AUTO,LARCENY - FROM VEHICLE,800 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.867723,-122.298406,2017-11-22 12:22:00,4
2173,17058463,ASSAULT/BATTERY MISD.,ASSAULT,2700 BANCROFT WAY,Berkeley,CA,Wednesday,37.869312,-122.254314,2017-09-27 19:00:00,4
2180,17092549,THEFT FELONY (OVER $950),LARCENY,1700 SIXTH ST,Berkeley,CA,Thursday,37.871969,-122.298978,2017-12-21 07:30:00,3
2181,17068350,DISTURBANCE,DISORDERLY CONDUCT,2800 ADELINE ST,Berkeley,CA,Thursday,37.858079,-122.268016,2017-11-09 16:49:00,3
2184,18090151,THEFT FELONY (OVER $950),LARCENY,2400 OREGON ST,Berkeley,CA,Wednesday,37.858608,-122.259302,2018-01-17 01:00:00,3
2189,17054377,ASSAULT/BATTERY FEL.,ASSAULT,2500 DURANT AVE,Berkeley,CA,Sunday,37.867852,-122.258699,2017-09-10 02:15:00,5
2193,17059493,ROBBERY,ROBBERY,HEARST AVENUE & SHATTUCK AVE,Berkeley,CA,Sunday,37.873865,-122.268641,2017-10-01 21:05:00,3
2196,17049503,DISTURBANCE,DISORDERLY CONDUCT,900 DELAWARE ST,Berkeley,CA,Tuesday,37.870793,-122.297496,2017-08-22 01:03:00,3
2200,17054591,ROBBERY,ROBBERY,2300 SAN PABLO AVE,Berkeley,CA,Monday,37.864411,-122.290705,2017-09-11 06:00:00,3
2203,17054851,DISTURBANCE,DISORDERLY CONDUCT,KING STREET & ALCATRAZ AVE,Berkeley,CA,Tuesday,37.848453,-122.273607,2017-09-12 07:44:00,3
2204,18000526,THEFT FELONY (OVER $950),LARCENY,2200 FOURTH ST,Berkeley,CA,Wednesday,37.864444,-122.298896,2017-12-13 08:00:00,3
2205,17060381,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,WARD STREET & MCGEE AVE,Berkeley,CA,Thursday,37.858367,-122.275604,2017-10-05 22:40:00,1
2208,17064895,SEXUAL ASSAULT MISD.,SEX CRIME,2100 SHATTUCK AVE,Berkeley,CA,Wednesday,37.871167,-122.268285,2017-10-25 13:16:00,4
2212,17077699,THEFT FELONY (OVER $950),LARCENY,1200 FIFTH ST,Berkeley,CA,Saturday,37.880786,-122.303067,2017-12-23 18:03:00,3
2217,17075182,THEFT FELONY (OVER $950),LARCENY,800 CONTRA COSTA AVE,Berkeley,CA,Sunday,37.894483,-122.276085,2017-12-10 19:00:00,3
2219,18001615,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2700 RUSSELL ST,Berkeley,CA,Tuesday,37.858518,-122.252653,2018-01-09 04:00:00,4
2221,17055866,THEFT FROM AUTO,LARCENY - FROM VEHICLE,3000 ADELINE ST,Berkeley,CA,Friday,37.85488,-122.269079,2017-09-15 19:30:00,4
2229,18090015,THEFT FELONY (OVER $950),LARCENY,2400 DURANT AVE,Berkeley,CA,Sunday,37.867513,-122.26127,2017-12-31 23:25:00,3
2233,17071636,GUN/WEAPON,WEAPONS OFFENSE,1100 EVELYN AVE,Berkeley,CA,Friday,37.88461,-122.29257,2017-11-24 22:00:00,5
2235,18001381,ARSON,ARSON,1100 WALNUT ST,Berkeley,CA,Sunday,37.887961,-122.269822,2018-01-07 19:11:00,5
2238,17051984,ASSAULT/BATTERY MISD.,ASSAULT,1800 SOLANO AVE,Berkeley,CA,Friday,37.891332,-122.279975,2017-09-01 01:30:00,4
2241,17069620,MISSING ADULT,MISSING PERSON,2000 DWIGHT WAY,Berkeley,CA,Wednesday,37.863679,-122.26963,2017-11-15 14:05:00,4
2242,17072110,THEFT FELONY (OVER $950),LARCENY,2200 SHATTUCK AVE,Berkeley,CA,Monday,37.869363,-122.268028,2017-11-27 15:30:00,3
2243,17075628,ROBBERY,ROBBERY,2000 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.871828,-122.270516,2017-12-13 00:30:00,3
2244,17059621,MISSING JUVENILE,MISSING PERSON,1600 STUART ST,Berkeley,CA,Friday,37.857246,-122.277347,2017-09-29 12:00:00,4
2245,17075261,DISTURBANCE,DISORDERLY CONDUCT,2300 ELLSWORTH ST,Berkeley,CA,Monday,37.867972,-122.263699,2017-12-11 18:45:00,3
2248,17065450,THEFT FROM AUTO,LARCENY - FROM VEHICLE,800 DELAWARE ST,Berkeley,CA,Friday,37.870393,-122.299532,2017-10-13 00:00:00,4
2257,17071967,ROBBERY,ROBBERY,2400 SHATTUCK AVE,Berkeley,CA,Sunday,37.865772,-122.267643,2017-11-26 18:48:00,3
2258,18000039,DISTURBANCE,DISORDERLY CONDUCT,2400 ELLSWORTH ST,Berkeley,CA,Monday,37.866074,-122.26331,2018-01-01 03:00:00,3
2260,17064504,THEFT FROM AUTO,LARCENY - FROM VEHICLE,BLAKE STREET & SAN PABLO AVE,Berkeley,CA,Monday,37.860265,-122.289213,2017-10-23 20:00:00,4
2266,18002565,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2000 UNIVERSITY AVE,Berkeley,CA,Saturday,37.871828,-122.270516,2018-01-13 16:05:00,1
2268,17049968,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,VICENTE ROAD & TUNNEL RD,Berkeley,CA,Thursday,37.853581,-122.235901,2017-08-24 00:21:00,1
2269,17063084,ASSAULT/BATTERY FEL.,ASSAULT,FIFTH STREET & HEARST AVE,Berkeley,CA,Wednesday,37.869084,-122.299245,2017-10-18 00:45:00,5
2271,17050363,DISTURBANCE,DISORDERLY CONDUCT,1700 ROSE ST,Berkeley,CA,Friday,37.880027,-122.279976,2017-08-25 09:00:00,3
2272,17063977,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,900 JONES ST,Berkeley,CA,Saturday,37.875505,-122.298797,2017-10-21 16:19:00,1
2273,17062781,BRANDISHING,WEAPONS OFFENSE,SHATTUCK AVENUE & CENTER ST,Berkeley,CA,Monday,37.870308,-122.26805,2017-10-16 19:15:00,5
2278,17065565,DISTURBANCE,DISORDERLY CONDUCT,2400 DURANT AVE,Berkeley,CA,Saturday,37.867513,-122.26127,2017-10-28 02:00:00,3
2279,17054992,DISTURBANCE,DISORDERLY CONDUCT,2400 EIGHTH ST,Berkeley,CA,Tuesday,37.862184,-122.293517,2017-09-12 16:20:00,3
2280,17071529,THEFT FELONY (OVER $950),LARCENY,3300 KING ST,Berkeley,CA,Friday,37.848453,-122.273607,2017-10-13 17:00:00,3
2284,17056495,DISTURBANCE,DISORDERLY CONDUCT,1700 OREGON ST,Berkeley,CA,Tuesday,37.856595,-122.275065,2017-09-19 07:30:00,3
2287,17056647,DISTURBANCE,DISORDERLY CONDUCT,2000 UNIVERSITY AVE,Berkeley,CA,Tuesday,37.871828,-122.270516,2017-09-19 20:57:00,3
2288,18004817,THEFT FELONY (OVER $950),LARCENY,2100 DWIGHT WAY,Berkeley,CA,Wednesday,37.863977,-122.267307,2018-01-24 14:00:00,3
2290,18007477,MISSING ADULT,MISSING PERSON,PRINCE STREET & TREMONT ST,Berkeley,CA,Tuesday,37.852852,-122.268146,2018-02-06 00:30:00,4
2291,17050368,DISTURBANCE,DISORDERLY CONDUCT,1600 RUSSELL ST,Berkeley,CA,Friday,37.85525,-122.277126,2017-08-25 00:00:00,3
2295,17067892,MISSING ADULT,MISSING PERSON,SHATTUCK AVENUE & HEARST AVE,Berkeley,CA,Tuesday,37.873865,-122.268641,2017-11-07 19:10:00,4
2301,17072128,ROBBERY,ROBBERY,2100 SHATTUCK AVE,Berkeley,CA,Monday,37.871167,-122.268285,2017-11-27 16:41:00,3
2303,17091714,THEFT FELONY (OVER $950),LARCENY,3100 COLLEGE AVE,Berkeley,CA,Monday,37.853665,-122.252715,2017-08-28 22:30:00,3
2306,17062886,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2100 KITTREDGE ST,Berkeley,CA,Saturday,37.868512,-122.26781,2017-10-14 09:30:00,4
2309,17065360,ROBBERY,ROBBERY,ADDISON STREET & CALIFORNIA ST,Berkeley,CA,Friday,37.868893,-122.286229,2017-10-27 14:10:00,3
2314,17078118,DISTURBANCE,DISORDERLY CONDUCT,RUSSELL STREET & HARPER ST,Berkeley,CA,Tuesday,37.855982,-122.272388,2017-12-26 15:00:00,3
2318,17078919,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1800 BERKELEY WAY,Berkeley,CA,Friday,37.872166,-122.275372,2017-12-29 12:00:00,4
2325,18002449,ROBBERY,ROBBERY,HARMON STREET & ADELINE ST,Berkeley,CA,Tuesday,37.849675,-122.271149,2018-01-09 23:00:00,3
2326,17072298,THEFT FELONY (OVER $950),LARCENY,1400 SHATTUCK AVE,Berkeley,CA,Tuesday,37.881957,-122.269551,2017-11-28 10:30:00,3
2333,17074700,ROBBERY,ROBBERY,2600 DANA ST,Berkeley,CA,Friday,37.863072,-122.260352,2017-12-08 23:10:00,3
2336,17057093,SEXUAL ASSAULT MISD.,SEX CRIME,1600 ALCATRAZ AVE,Berkeley,CA,Thursday,37.848152,-122.275807,2017-09-21 17:40:00,4
2337,17072766,DISTURBANCE,DISORDERLY CONDUCT,1600 SIXTY-SECOND ST,Berkeley,CA,Thursday,37.872599,-122.303889,2017-11-30 17:00:00,3
2339,18001274,GUN/WEAPON,WEAPONS OFFENSE,200 UNIVERSITY AVE,Berkeley,CA,Sunday,37.865491,-122.310065,2018-01-07 03:43:00,5
2348,17074572,THEFT FELONY (OVER $950),LARCENY,2400 PROSPECT ST,Berkeley,CA,Thursday,37.867717,-122.249901,2017-12-07 14:07:00,3
2354,17053344,ROBBERY,ROBBERY,COLLEGE AVENUE & PARKER ST,Berkeley,CA,Wednesday,37.863938,-122.253735,2017-09-06 14:56:00,3
2356,17075927,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,3100 SHATTUCK AVE,Berkeley,CA,Thursday,37.852956,-122.266195,2017-12-14 00:25:00,1
2363,17065949,ROBBERY,ROBBERY,2000 BERKELEY WAY,Berkeley,CA,Sunday,37.872691,-122.270741,2017-10-29 20:00:00,3
2367,18005045,ASSAULT/BATTERY MISD.,ASSAULT,1500 DERBY ST,Berkeley,CA,Thursday,37.858867,-122.278992,2018-01-25 15:22:00,4
2368,17077242,ROBBERY,ROBBERY,2200 SHATTUCK AVE,Berkeley,CA,Thursday,37.869363,-122.268028,2017-12-21 16:03:00,3
2369,17054053,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1300 SIXTH ST,Berkeley,CA,Friday,37.879335,-122.301332,2017-09-08 16:00:00,4
2375,17072914,DISTURBANCE,DISORDERLY CONDUCT,1900 ALLSTON WAY,Berkeley,CA,Tuesday,37.868785,-122.272701,2017-11-28 11:00:00,3
2379,17073975,ROBBERY,ROBBERY,1900 VINE ST,Berkeley,CA,Tuesday,37.879679,-122.273638,2017-12-05 21:32:00,3
2380,17051010,ROBBERY,ROBBERY,1900 CENTER ST,Berkeley,CA,Monday,37.869685,-122.272804,2017-08-28 06:49:00,3
2381,18005895,ROBBERY,ROBBERY,ASHBY AVENUE & DEAKIN ST,Berkeley,CA,Monday,37.855834,-122.262346,2018-01-29 17:45:00,3
2382,17061790,THEFT FELONY (OVER $950),LARCENY,3000 ADELINE ST,Berkeley,CA,Thursday,37.85488,-122.269079,2017-10-12 17:04:00,3
2386,17067294,SEXUAL ASSAULT FEL.,SEX CRIME,2100 ROOSEVELT AVE,Berkeley,CA,Friday,37.870145,-122.276287,2017-11-03 19:30:00,5
2387,17076514,BRANDISHING,WEAPONS OFFENSE,2400 SHATTUCK AVE,Berkeley,CA,Sunday,37.865772,-122.267643,2017-12-17 17:03:00,5
2389,17055459,DISTURBANCE,DISORDERLY CONDUCT,1600 RUSSELL ST,Berkeley,CA,Thursday,37.85525,-122.277126,2017-09-14 18:35:00,3
